EstaciÛn;Porc_datos;Celda_XY;Cont_celda;Nom_Est;Depto;Mpio;AH;ZSZH;x;y
26170170;33;(3-6);20;PRADERALA;Antioquia;Caramanta;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4704653;2170086
26170180;90;(3-6);20;CARAMANTA;Antioquia;Caramanta;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4707471;2171677
26170190;96;(4-5);12;DIQUEEL;Antioquia;JericÛ;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4698482;2200040
26170250;29;(2-6);13;IRRA;Risaralda;QuinchÌa;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4704523;2140589
26170260;80;(2-6);13;GUERRERITO;Risaralda;QuinchÌa;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4704718;2142180
26170270;18;(2-5);17;MARGARITALA;Caldas;Risaralda;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4698916;2125864
26170290;68;(3-5);11;RIOSUCIO;Caldas;Riosucio;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4697551;2158110
26170350;2;(3-6);20;FLECHALA;Caldas;Marmato;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4710162;2162687
26175010;2;(3-6);20;RIOSUCIO;Caldas;Riosucio;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4700908;2159041
26175020;14;(3-5);11;Inst.LosFundadores;Caldas;Riosucio;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4699061;2159049
26175030;83;(3-6);20;NACIONALGRANJALA;Antioquia;T·mesis;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4702059;2190452
26175040;76;(3-6);20;TUNEZHACIENDA;Antioquia;Fredonia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4706527;2199603
26175050;8;(3-6);20;RIOSUCIO;Caldas;Riosucio;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4700908;2159041
26180130;2;(3-6);20;PINTADALA;Caldas;Aguadas;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4712148;2194019
26180160;96;(3-6);20;ABEJORRAL;Antioquia;Abejorral;MagdalenaCauca;RÌoArma;4730952;2197914
26180170;96;(4-6);19;UNIONLA;Antioquia;LaUniÛn;MagdalenaCauca;RÌoArma;4736482;2221377
26180180;99;(3-6);20;SONSON;Antioquia;SonsÛn;MagdalenaCauca;RÌoArma;4745974;2190031
26180190;96;(3-6);20;AGUADAS;Caldas;Aguadas;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;4728563;2177359
26180200;97;(4-6);19;MONTEBELLO;Antioquia;Montebello;MagdalenaCauca;RÌoArma;4719247;2216200
26180220;76;(3-6);20;LAPINTADAALERTAS;Antioquia;LaPintada;MagdalenaCauca;RÌoFRÌoyOtrosDirectosalCauca;4712139;2191806
26180240;50;(3-6);20;PAVASLAS;Caldas;Aguadas;MagdalenaCauca;RÌoArma;4734988;2168725
26180250;39;(2-6);13;ValleAltoAut;Caldas;Salamina;MagdalenaCauca;RÌoArma;4743238;2149650
26180260;32;(3-6);20;LaMiranda;Caldas;Salamina;MagdalenaCauca;RÌoArma;4741519;2158190
26185010;49;(3-6);20;PELADALA;Caldas;Aguadas;MagdalenaCauca;RÌoArma;4740344;2174958
26185020;97;(4-6);19;MESOPOTAMIA;Antioquia;LaUniÛn;MagdalenaCauca;RÌoArma;4743378;2208964
26185040;93;(3-6);20;SANFELIX;Caldas;Salamina;MagdalenaCauca;RÌoArma;4736869;2152212
26190080;2;(3-5);11;BetaniaVolga;Antioquia;Betania;MagdalenaCauca;RÌoSanJuan;4669645;2188694
26190090;98;(3-5);11;BetanialasGuacas;Antioquia;Betania;MagdalenaCauca;RÌoSanJuan;4670541;2194775
26190100;96;(3-5);11;SANTABARBARA;Antioquia;Andes;MagdalenaCauca;RÌoSanJuan;4678796;2173597
26190120;34;(3-5);11;CAMPAMENTO;Antioquia;Andes;MagdalenaCauca;RÌoSanJuan;4681576;2186568
26190130;5;(3-5);11;LaMansa;ChocÛ;ElCarmen;Caribe;DariÈnAltoAtrato;4656743;2194295
26195020;95;(3-5);11;ITAANDES;Antioquia;Andes;MagdalenaCauca;RÌoSanJuan;4681067;2187640
26195030;48;(3-5);11;ElJardÌn;Antioquia;JardÌn;MagdalenaCauca;RÌoSanJuan;4689841;2176171
26200120;97;(4-5);12;OTRAMINA;Antioquia;TitiribÌ;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4690769;2229847
26200130;79;(4-5);12;BOLOMBOLO;Antioquia;Venecia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4685680;2218484
26200140;86;(4-5);12;ARMENIA;Antioquia;Armenia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4693371;2239240
26200150;87;(4-6);19;FREDONIA;Antioquia;Fredonia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4702817;2214720
26205030;4;(3-6);20;FARALLONES;Antioquia;LaPintada;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4710319;2197714
26205040;2;(5-5);18;IGUINAHACIENDA;Antioquia;Anz·;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4682963;2262384
26205060;11;(5-5);18;NOQUELA;Antioquia;Anz·;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4686672;2266052
26205070;18;(4-5);12;PLATALA;Antioquia;Venecia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4688272;2219946
26205080;59;(5-6);14;LaAldea;Antioquia;MedellÌn;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4701289;2259452
26210070;94;(5-5);18;CAICEDO;Antioquia;Caicedo;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4670301;2266805
26210080;95;(4-5);12;HERRADURALA;Antioquia;Concordia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4681993;2232800
26210090;98;(5-5);18;ANZA;Antioquia;Anz·;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4683745;2255352
26210110;97;(4-5);12;PENALISA;Antioquia;Salgar;MagdalenaCauca;RÌoSanJuan;4683315;2214615
26210130;87;(5-5);18;GUASABRA;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4673180;2277561
26210140;88;(4-5);12;ALTAMIRA;Antioquia;Betulia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4674144;2246043
26215010;92;(4-5);12;CONCORDIA;Antioquia;Concordia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4676912;2226226
26215020;26;(5-5);18;CANAFISANTO;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4688527;2267886
26220050;63;(6-5);8;CUMBRELA;Antioquia;Peque;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4676024;2336188
26220060;0;(5-5);18;TUNALEL;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4686786;2286334
26220090;98;(5-5);18;GIRALDO;Antioquia;Giraldo;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4673148;2298001
26220100;88;(7-5);2;GRANJALA;Antioquia;Ituango;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4698190;2359983
26220110;75;(7-6);13;SANTARITA;Antioquia;Ituango;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4711186;2368105
26225010;6;(7-5);2;ITUANGO;Antioquia;Ituango;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4698240;2354491
26225030;78;(5-5);18;COTOVEHACIENDA;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4687419;2280864
26225040;77;(6-5);8;PIUNTIHACIENDA;Antioquia;Buritic·;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4678070;2302557
26225050;12;(6-6);14;PALMAREL;Antioquia;Ituango;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4705551;2345230
26225060;7;(5-5);18;HACIENDACOTOVEAut;Antioquia;SantaFeDeAntioquia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4687419;2280864
26230010;88;(5-5);18;OLAYA;Antioquia;Olaya;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4689297;2291342
26230110;98;(6-6);14;SANANDRES;Antioquia;SanAndrÈs;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4705068;2322352
26230130;94;(6-6);14;CRUCESARRIBA;Antioquia;SanAndrÈs;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4711715;2319811
26230140;97;(6-5);8;PLACITALA;Antioquia;Liborina;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4695199;2301505
26230160;97;(6-6);14;BRICENO;Antioquia;Brice√±o;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4722670;2343874
26230180;55;(5-5);18;LLANOSDESANJUAN;Antioquia;SanJerÛnimo;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4699480;2268969
26230190;32;(6-5);8;ElOro;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4694381;2325013
26230200;88;(6-5);8;SABANALARGA;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4689003;2315382
26230220;71;(6-6);14;OCULTALA;Antioquia;Belmira;MagdalenaCauca;RÌoPorce;4708446;2307903
26230240;47;(6-6);14;ABERTURALA;Antioquia;SanAndrÈs;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4701196;2321307
26235020;14;(5-5);18;LaVegaTabRubios;Antioquia;Sopetr·n;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4690443;2280782
26235030;87;(6-6);14;MATANZAS;Antioquia;Toledo;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4705580;2336287
26240050;14;(8-6);10;UNIONLAHACIENDA;Antioquia;C·ceres;MagdalenaCauca;RÌoTarazaRÌoMan;4740889;2411397
26240060;99;(8-6);10;MANIZALES;Antioquia;C·ceres;MagdalenaCauca;CaucaSanJorgeLaMojana;4733794;2424709
26240070;21;(7-6);13;ALTOELMUNECO;Antioquia;Taraz·;MagdalenaCauca;RÌoTarazaRÌoMan;4733462;2398534
26240080;23;(7-6);13;HOYORICO;Antioquia;Taraz·;MagdalenaCauca;RÌoTarazaRÌoMan;4729649;2374591
26240090;77;(8-6);10;PUERTOBELGICA;Antioquia;C·ceres;MagdalenaCauca;RÌoTarazaRÌoMan;4748092;2406009
26240100;94;(8-7);11;GuarumoLaLucha;Antioquia;C·ceres;MagdalenaCauca;RÌoTarazaRÌoMan;4755875;2427490
26240120;20;(7-6);13;PUERTOVALDIVIA;Antioquia;Valdivia;MagdalenaCauca;RÌoTarazaRÌoMan;4731439;2365364
26240150;73;(7-6);13;PUERTOVALDIVIA;Antioquia;Valdivia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdia;4735115;2364238
26240160;77;(8-7);11;LaCoquera;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4757577;2438217
26240170;70;(7-6);13;PLAYALTA;Antioquia;Taraz·;MagdalenaCauca;RÌoTarazaRÌoMan;4729919;2394413
26245020;4;(7-6);13;MARYLAND;Antioquia;C·ceres;MagdalenaCauca;RÌoTarazaRÌoMan;4733400;2387474
26245030;9;(7-6);13;TARAZA;Antioquia;Taraz·;MagdalenaCauca;RÌoTarazaRÌoMan;4735291;2396681
26245040;12;(8-7);11;JHBCAUCASIA;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4763452;2443234
26250010;0;(7-6);13;CACERES;Antioquia;C·ceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4741045;2396176
26250020;14;(8-7);11;HdaLaTrinidad;Antioquia;C·ceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4753740;2407641
26250030;97;(7-6);13;CACERES;Antioquia;C·ceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4741045;2396176
26250060;87;(7-6);13;PUERTORAUDAL;Antioquia;Valdivia;MagdalenaCauca;RÌoTarazaRÌoMan;4743154;2373035
26250090;17;(8-7);11;PIAMONTE;Antioquia;C·ceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4757474;2418681
26250100;1;(7-7);8;HdaSantaCruz;Antioquia;C·ceres;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4751796;2387376
26250110;71;(7-7);8;BARROBLANCO;Antioquia;Taraz·;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4750193;2384522
26255020;86;(6-6);14;SANTAISABEL;Antioquia;SantaRosaDeOsos;MagdalenaCauca;RÌoPorce;4717136;2307924
26255030;6;(4-6);19;SantaIsabelValdiviaAut;Antioquia;Rionegro;MagdalenaCauca;RÌoNare;4730074;2239285
26255040;70;(8-7);11;CACAOTERASDELDIQ;Antioquia;Caucasia;MagdalenaCauca;DirectosalCaucaentrePtoValdiviayRÌoNechÌ;4766777;2440750
27010160;6;(5-7);20;GOMEZPLATA;Antioquia;GÛmezPlata;MagdalenaCauca;RÌoPorce;4754693;2296438
27010680;5;(6-7);10;MACARENALAHACIENDA;Antioquia;Remedios;MagdalenaCauca;RÌoPorce;4795734;2337418
27010770;97;(4-6);19;CHUSCALEL;Antioquia;Heliconia;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4700739;2241454
27010780;37;(5-6);14;BOQUERON;Antioquia;MedellÌn;MagdalenaCauca;DirectosRÌoCaucaentreRÌoSanJuanyPtoValdivia;4703244;2260432
27010790;26;(4-6);19;SenaLaMeseta;Antioquia;Caldas;MagdalenaCauca;RÌoPorce;4710449;2225367
27010800;95;(5-6);14;LaMesetaSanPedro;Antioquia;Bello;MagdalenaCauca;RÌoPorce;4711695;2265889
27010810;95;(4-6);19;SANTAHELENA;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4721597;2243404
27010820;98;(5-6);14;LaCuchilla;Antioquia;Girardota;MagdalenaCauca;RÌoPorce;4728675;2262333
27010830;97;(5-6);14;SANISIDRO;Antioquia;Entrerrios;MagdalenaCauca;RÌoPorce;4721906;2283922
27010840;94;(5-7);20;SANPABLO;Antioquia;SantaRosaDeOsos;MagdalenaCauca;RÌoPorce;4751701;2288069
27010850;96;(6-7);10;AMALFI;Antioquia;Amalfi;MagdalenaCauca;RÌoPorce;4770565;2321552
27010860;20;(5-7);20;HaciendaNormandÌa;Antioquia;YolombÛ;MagdalenaCauca;RÌoPorce;4766107;2298842
27010870;96;(5-6);14;BELMIRA;Antioquia;Belmira;MagdalenaCauca;RÌoPorce;4705054;2289092
27010880;98;(5-6);14;MONTANITAS;Antioquia;SantaRosaDeOsos;MagdalenaCauca;AltoNechÌ;4735643;2299298
27010890;94;(6-7);10;CUEVASANTA;Antioquia;Amalfi;MagdalenaCauca;RÌoPorce;4774885;2327443
27010900;98;(5-7);20;GOMEZPLATA;Antioquia;GÛmezPlata;MagdalenaCauca;RÌoPorce;4754693;2296438
27010960;76;(6-7);10;HaciendaMonos;Antioquia;Amalfi;MagdalenaCauca;RÌoPorce;4789908;2320704
27011100;67;(6-7);10;LasBrisas;Antioquia;Segovia;MagdalenaCauca;RÌoPorce;4798892;2349435
27011110;59;(5-6);14;ASTILLEROS;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4704018;2250174
27011120;59;(5-6);14;LaIguan·;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4706080;2256687
27011230;39;(5-7);20;SANANTONIO;Antioquia;YolombÛ;MagdalenaCauca;RÌoPorce;4762199;2290105
27011270;19;(4-6);19;LAURELESmedellin;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4713399;2248922
27015090;96;(5-6);14;TULIOOSPINA;Antioquia;Bello;MagdalenaCauca;RÌoPorce;4717623;2257007
27015110;87;(6-6);14;ARAGON;Antioquia;SantaRosaDeOsos;MagdalenaCauca;RÌoPorce;4717609;2307929
27015120;16;(5-6);14;PIEDRASBLANCAS;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4723505;2254800
27015150;79;(5-6);14;HaciendaElProgreso;Antioquia;DonMatÌas;MagdalenaCauca;RÌoPorce;4734961;2271056
27015160;5;(4-6);19;LaClara;Antioquia;Caldas;MagdalenaCauca;RÌoPorce;4712312;2229045
27015190;98;(5-7);20;GUAYABITO;Antioquia;SantoDomingo;MagdalenaCauca;RÌoPorce;4762705;2281207
27015200;21;(6-7);10;HaciendaNormandÌa;Antioquia;YolombÛ;MagdalenaCauca;RÌoPorce;4766147;2308057
27015210;26;(5-6);14;ElVivero;Antioquia;Guarne;MagdalenaCauca;RÌoPorce;4723497;2252957
27015260;71;(4-6);19;SALADALA;Antioquia;Caldas;MagdalenaCauca;RÌoPorce;4709571;2227033
27015270;2;(5-6);14;JARDINBOTANICO;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4716497;2251175
27015330;95;(4-6);19;AeropOlayaHerreraAut;Antioquia;MedellÌn;MagdalenaCauca;RÌoPorce;4713501;2246000
27020040;6;(6-6);14;ANGOSTURA;Antioquia;Angostura;MagdalenaCauca;AltoNechÌ;4742345;2319194
27020160;20;(7-7);8;TENCHELARISARALD;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4775631;2370674
27020170;92;(6-7);10;CARMENELHACIENDA;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4770401;2348272
27020180;34;(6-7);10;ANORI;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4762549;2339984
27020190;93;(6-6);14;YARUMAL;Antioquia;Yarumal;MagdalenaCauca;AltoNechÌ;4733204;2327305
27020200;96;(6-6);14;CEDENO;Antioquia;Yarumal;MagdalenaCauca;AltoNechÌ;4739895;2339962
27020210;98;(6-6);14;ANGOSTURA;Antioquia;Angostura;MagdalenaCauca;AltoNechÌ;4742345;2319194
27020220;97;(6-6);14;LLANOSDCUIBALOS;Antioquia;Yarumal;MagdalenaCauca;AltoNechÌ;4725573;2311598
27020260;79;(7-6);13;TESOROEL;Antioquia;Valdivia;MagdalenaCauca;AltoNechÌ;4745891;2359402
27020280;15;(7-6);13;MARGARITASLAS;Antioquia;Taraz·;MagdalenaCauca;AltoNechÌ;4749816;2359739
27025010;4;(6-7);10;MONTEFRIO;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4757020;2326528
27025020;16;(7-7);8;CHARCONLIBERIA;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4779327;2374343
27025030;85;(6-7);10;ANORI;Antioquia;AnorÌ;MagdalenaCauca;AltoNechÌ;4762549;2339984
27030030;2;(7-7);8;ZARAGOZA;Antioquia;Zaragoza;MagdalenaCauca;BajoNechÌ(md);4793461;2385657
27030040;89;(8-8);7;GUAMOEL;Antioquia;NechÌ;MagdalenaCauca;DirectosalBajoNechÌ(mi);4800100;2431866
27030060;32;(8-8);7;AMACERI;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4808921;2414756
27030080;77;(6-8);8;CRUZADALA;Antioquia;Remedios;MagdalenaCauca;BajoNechÌ(md);4810646;2339357
27030090;98;(7-7);8;BOSQUEEL;Antioquia;Zaragoza;MagdalenaCauca;RÌoPorce;4797032;2367188
27030130;22;(7-8);6;LONDREEL;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4817991;2383397
27030140;88;(7-8);6;PALMADECOCOLA;Antioquia;Segovia;MagdalenaCauca;BajoNechÌ(md);4800460;2357976
27030150;22;(8-8);7;ASIESLAVIDA;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4825454;2412849
27030160;24;(7-8);6;BUENAVISTA;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4816138;2379719
27030210;97;(7-7);8;ZARAGOZA;Antioquia;Zaragoza;MagdalenaCauca;BajoNechÌ(md);4793461;2385657
27030220;24;(7-8);6;ORIENTEEL;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4816194;2394459
27030230;1;(7-8);6;MONTEVERDE;Antioquia;Segovia;MagdalenaCauca;BajoNechÌ(md);4817943;2370500
27030240;30;(6-8);8;PUENTEBAGRE;Antioquia;Remedios;MagdalenaCauca;BajoNechÌ(md);4823370;2344686
27035010;5;(7-8);6;MONTESNEGROS;Antioquia;Zaragoza;MagdalenaCauca;BajoNechÌ(md);4810649;2387110
27035020;7;(6-8);8;BOQUETEEL;Antioquia;Segovia;MagdalenaCauca;BajoNechÌ(md);4817856;2346548
27035030;19;(8-8);7;SANTAMARGARITA;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4805238;2412929
27040020;91;(7-7);8;ALTODELINDIO;Antioquia;Zaragoza;MagdalenaCauca;DirectosalBajoNechÌ(mi);4784615;2390647
27040030;94;(8-7);11;ESMERALDALA;Antioquia;Caucasia;MagdalenaCauca;DirectosalBajoNechÌ(mi);4795720;2414935
27040040;28;(9-8);16;NECHI;Antioquia;NechÌ;MagdalenaCauca;BajoNechÌ(md);4805103;2453155
27045020;56;(8-7);11;CASERI;Antioquia;Caucasia;MagdalenaCauca;DirectosalBajoNechÌ(mi);4786606;2421677
27047010;32;(8-8);7;BAGREEL;Antioquia;ElBagre;MagdalenaCauca;BajoNechÌ(md);4801508;2400046
54010010;92;(2-3);6;ISTMINA;ChocÛ;Istmina;Pacifico;RÌoSanJuanAlto;4591017;2129218
54010020;93;(2-5);17;LINEALAPORVENIR;Risaralda;PuebloRico;MagdalenaCauca;RÌoRisaralda;4669790;2130223
54015010;72;(2-5);17;PuebloRicoAut;Risaralda;PuebloRico;Pacifico;RÌoSanJuanAlto;4664030;2137098
54020010;92;(2-3);6;ANDAGOYA;ChocÛ;MedioSanJuan;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4590170;2122460
54020020;95;(2-4);4;NOVITA;ChocÛ;NÛvita;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4600179;2106684
54020040;92;(2-4);4;VALENCIALADIVISA;ChocÛ;SanJosÈDelPalmar;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4635091;2100766
54020050;68;(1-4);1;SINAIEL;ChocÛ;SanJosÈDelPalmar;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4644366;2093026
54020060;84;(2-3);6;OPOGODO;ChocÛ;Condoto;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4595309;2118260
54020090;25;(2-3);6;AEROPUERTOCONDOTO;ChocÛ;Condoto;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4592357;2119771
54025010;78;(2-4);4;SANJOSEPALMAR;ChocÛ;SanJosÈDelPalmar;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4641578;2100095
54025020;60;(2-3);6;AEROPUERTOCONDOTO;ChocÛ;Condoto;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4592357;2119771
54025030;4;(2-4);4;SANJOSE;ChocÛ;Condoto;Pacifico;RÌoTaman·yotrosDirectosSanJuan;4600884;2122657
54035020;41;(1-5);14;ARGELIAELRECREO;ValledelCauca;Argelia;Pacifico;RÌoSipÌ;4654336;2081804
55015010;92;(3-3);7;PIEDEPATOAut;ChocÛ;AltoBaudÛ(PieDePato);Pacifico;DirectosPacificoRÌoBaudÛ;4559750;2169540
56010030;43;(6-2);2;CUPICA;ChocÛ;BahÌaSolano(Mutis);Pacifico;DirectosDirectosPacificoFronteraPanam·;4503404;2301338
56010040;33;(3-2);1;NUQUI;ChocÛ;NuquÌ;Pacifico;DirectosPacificoFronteraPanam·;4527415;2190481
56015010;87;(4-2);1;PANAMERICANA;ChocÛ;BahÌaSolano(Mutis);Pacifico;DirectosPacificoFronteraPanam·;4512487;2247700
56015020;0;(6-1);1;ALTOCURICHE;ChocÛ;JuradÛ;Pacifico;DirectosDirectosPacificoFronteraPanam·;4486111;2339577
